popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,track_genre
32,0.0662,0.515,205507,0.998,0.521,5,0.521,-2.189,1,0.156,127.74,0.154,Electronic
41,0.627,0.774,356576,0.741,0.673,4,0.116,-8.007,0,0.0919,123.973,0.688,Electronic
47,0.000409,0.567,188764,0.898,0.613,2,0.249,-1.286,0,0.125,74.995,0.183,Electronic
39,0.0106,0.652,341400,0.312,0.35,12,0.0745,-17.647,1,0.0518,105.965,0.211,Electronic
41,0.00155,0.653,201410,0.899,0.799,5,0.148,-3.954,1,0.035,142.999,0.306,Electronic
38,0.0827,0.908,227467,0.978,0.00117,3,0.389,-1.51,0,0.306,127.983,0.729,Electronic
27,0.216,0.626,337091,0.362,0.867,4,0.681,-14.892,1,0.0479,109.948,0.107,Electronic
38,0.0816,0.689,202333,0.874,0.129,1,0.272,-5.275,0,0.0464,121.019,0.961,Electronic
52,0.00846,0.583,-1,0.673,0.829,6,0.303,-11.457,1,0.0268,111.983,0.19,Electronic
32,0.0151,0.728,248276,0.902,0.00144,5,0.361,-0.643,1,0.197,145.043,0.22,Electronic
34,0.0143,0.502,268000,0.869,0.00691,9,0.291,-3.899,0,0.0981,150.119,0.415,Electronic
33,0.0192,0.665,312227,0.888,7.13E-05,1,0.112,-5.99,0,0.0409,127.628,0.622,Electronic
31,0.011,0.592,219293,0.695,2.36E-06,3,0.336,-7.988,0,0.0291,117.858,0.658,Electronic
28,0.00431,0.617,223300,0.944,7.81E-05,3,0.268,-2.849,1,0.318,149.541,0.238,Electronic
27,0.000355,0.814,378688,0.877,0.455,4,0.206,-6.84,1,0.0533,122.003,0.64,Electronic
38,0.00226,0.657,174227,0.709,0.63,2,0.2,-6.533,0,0.0579,80.499,0.779,Electronic
36,0.196,0.746,442189,0.459,0.871,5,0.182,-13.506,1,0.066,120.015,0.351,Electronic
31,0.178,0.709,188680,0.677,0.00362,10,0.0974,-9.092,1,0.0661,99.029,0.544,Electronic
44,0.0161,0.683,182000,0.68,0,2,0.319,-5.861,0,0.0376,145.042,0.557,Electronic
43,0.581,0.515,287227,0.574,0.575,8,0.185,-9.8,1,0.028,136.993,0.274,Electronic
36,0.00163,0.736,241733,0.659,0.806,4,0.0905,-6.549,1,0.0352,108.871,0.285,Electronic
41,0.0133,0.569,265100,0.96,0.00135,5,0.0734,-4.513,1,0.296,75.016,0.0413,Electronic
36,0.122,0.878,330000,0.921,0.0218,1,0.258,-5.162,1,0.132,127.996,0.487,Electronic
50,0.0049,0.766,232275,0.839,0.0108,5,0.114,-5.123,1,0.041,124.992,0.113,Electronic
41,0.000367,0.518,270859,0.702,0.841,1,0.396,-5.039,1,0.0299,117.014,0.23,Electronic
51,0.00988,0.702,219200,0.807,0.00971,3,0.111,-2.688,1,0.206,75.063,0.363,Electronic
29,0.000266,0.866,406605,0.697,0.0401,4,0.0528,-7.201,1,0.067,124.014,0.776,Electronic
24,0.00324,0.466,214000,0.907,3.02E-06,12,0.0901,-5.603,0,0.348,149.965,0.332,Electronic
42,0.00268,0.483,195200,0.898,0.944,8,0.136,-5.623,0,0.0406,149.991,0.0393,Electronic
50,0.0846,0.508,230533,0.808,0.000727,4,0.0719,-12.496,0,0.0403,94.255,0.209,Electronic
26,0.00413,0.482,228857,0.758,0.0904,8,0.2,-3.333,0,0.057,125.005,0.253,Electronic
37,0.000902,0.569,264000,0.786,0.426,9,0.107,-4.375,0,0.137,150.022,0.396,Electronic
30,0.0086,0.561,218200,0.821,0.00347,3,0.103,-8.677,0,0.0289,119.711,0.854,Electronic
31,0.000516,0.571,183985,0.923,0.215,5,0.143,-2.597,1,0.0658,150.22,0.465,Electronic
34,0.166,0.637,206118,0.472,0.105,3,0.143,-4.984,0,0.108,84.599,0.22,Electronic
32,0.172,0.795,185333,0.518,0.0597,5,0.17,-11.736,1,0.0986,115.008,0.585,Electronic
28,0.00105,0.8,257707,0.903,0.443,11,0.0833,-5.277,1,0.0727,123.876,0.634,Electronic
26,0.001,0.563,236712,0.631,0.00104,4,0.102,-5.682,1,0.199,146.211,0.208,Electronic
41,0.00219,0.539,212973,0.914,0.0806,1,0.199,-5.786,0,0.0345,141.35,0.432,Electronic
44,0.4,0.381,230173,0.423,0.0289,5,0.149,-12.356,1,0.0517,130.07,0.24,Electronic
55,0.946,0.542,247818,0.16,0.928,11,0.263,-21.672,0,0.0365,126.921,0.198,Electronic
27,0.0108,0.489,254453,0.776,0.135,1,0.273,-6.088,1,0.0351,75.516,0.436,Electronic
43,0.0101,0.602,214000,0.986,0.00219,4,0.315,-0.563,1,0.531,75.026,0.0464,Electronic
31,0.0111,0.355,293172,0.674,0.919,12,0.0901,-9.093,1,0.0513,90.954,0.0356,Electronic
34,0.00591,0.644,186240,0.927,0.448,8,0.363,-4.651,1,0.0508,125.001,0.316,Electronic
39,9.19E-05,0.519,239667,0.818,0.00467,5,0.426,-6.218,1,0.0596,183.975,0.544,Electronic
33,0.00298,0.45,-1,0.915,0.446,9,0.771,-1.404,0,0.236,137.948,0.156,Electronic
96,0.153,0.841,212500,0.798,3.33E-06,5,0.0618,-4.206,0,0.229,95.948,0.591,Electronic
50,0.293,0.497,-1,0.414,0.879,1,0.108,-14.626,1,0.133,201.947,0.511,Electronic
44,0.000449,0.43,231637,0.812,0.00899,2,0.0531,-5.303,0,0.0669,149.998,0.286,Electronic
31,4.27E-05,0.629,278400,0.914,0.544,5,0.108,-2.577,1,0.0509,149.991,0.183,Electronic
36,0.00316,0.678,272098,0.746,0.0192,3,0.0983,-6.178,0,0.278,145.096,0.426,Electronic
39,0.0185,0.802,194590,0.793,0,3,0.363,-4.578,1,0.198,150.143,0.564,Electronic
41,0.0128,0.574,157524,0.67,0.601,1,0.645,-3.68,1,0.207,149.975,0.513,Electronic
35,0.0688,0.517,378840,0.696,0.789,8,0.122,-7.794,1,0.0521,168.422,0.343,Electronic
39,0.11,0.777,-1,0.667,0.000861,11,0.0958,-5.034,1,0.358,170.121,0.69,Electronic
40,0.00883,0.687,180233,0.698,0.0977,3,0.11,-3.728,0,0.437,112.494,0.591,Electronic
38,0.0928,0.887,346533,0.749,1.56E-06,11,0.315,-7.323,1,0.223,127.999,0.697,Electronic
27,0.00885,0.897,204016,0.762,0.016,8,0.0824,-4.48,0,0.0625,126.035,0.43,Electronic
30,0.638,0.57,-1,0.21,0.888,12,0.104,-15.555,0,0.0367,99.091,0.0388,Electronic
37,0.00331,0.467,-1,0.637,0.000548,4,0.337,-8.652,1,0.0342,179.559,0.232,Electronic
36,0.00544,0.664,184434,0.893,0.000193,5,0.131,-4.501,1,0.201,189.988,0.401,Electronic
34,0.136,0.792,379600,0.664,0.824,2,0.121,-10.403,0,0.0638,109.99,0.733,Electronic
30,0.00108,0.678,237000,0.711,0.043,10,0.22,-8.911,0,0.0568,165.064,0.305,Electronic
23,0.00277,0.331,216279,0.923,0.0147,10,0.126,-3.086,0,0.327,171.858,0.208,Electronic
31,0.0294,0.86,251009,0.68,0.838,6,0.198,-4.32,1,0.0829,109.995,0.237,Electronic
32,0.0139,0.498,-1,0.945,0.647,9,0.338,-0.003,0,0.137,149.888,0.179,Electronic
38,0.608,0.85,312507,0.74,0.000782,3,0.302,-6.327,0,0.0552,123.451,0.907,Electronic
39,0.024,0.471,-1,0.591,0.000339,5,0.148,-11.088,1,0.0412,71.047,0.169,Electronic
38,0.128,0.458,164456,0.826,2.34E-05,10,0.343,-7.604,1,0.166,110.245,0.494,Electronic
36,0.0172,0.285,-1,0.902,0.32,10,0.171,-3.128,0,0.146,150.038,0.109,Electronic
38,0.0412,0.527,357107,0.751,0.798,12,0.644,-8.764,1,0.0361,123.491,0.135,Electronic
33,0.285,0.845,-1,0.849,0.00954,3,0.0867,-3.01,0,0.0444,126.044,0.323,Electronic
44,0.153,0.792,265133,0.549,0.379,9,0.343,-9.855,1,0.0456,120.013,0.476,Electronic
26,0.000107,0.521,249000,0.881,0.0192,5,0.106,-8.812,0,0.0471,127.061,0.317,Electronic
39,0.0134,0.808,445723,0.451,0.776,4,0.106,-12.013,1,0.0714,120.961,0.353,Electronic
53,0.132,0.698,368400,0.789,0.0091,12,0.366,-4.936,1,0.163,123.016,0.492,Electronic
55,0.367,0.594,236522,0.815,0,12,0.0948,-3.47,1,0.0423,137.933,0.339,Electronic
61,0.148,0.701,462267,0.788,0.625,6,0.0977,-5.611,1,0.0425,142.584,0.795,Electronic
39,0.0139,0.597,-1,0.951,0.615,12,0.148,-5.21,1,0.062,159.968,0.251,Electronic
34,0.00187,0.774,248571,0.944,0.191,2,0.111,0.072,0,0.0782,140.063,0.369,Electronic
53,0.00171,0.721,197442,0.925,0.0545,8,0.547,-3.208,0,0.196,111.961,0.37,Electronic
24,0.115,0.563,200800,0.868,0.293,6,0.108,-4.691,1,0.0535,117.028,0.535,Electronic
36,0.055,0.651,240009,0.418,8.56E-05,4,0.103,-9.306,1,0.0352,139.997,0.104,Electronic
42,0.385,0.594,322787,0.481,0.845,8,0.131,-14.483,0,0.047,109.941,0.585,Electronic
46,0.17,0.77,-1,0.638,0.00532,2,0.0972,-5.402,1,0.0682,141.935,0.299,Electronic
39,0.528,0.7,163613,0.893,0.955,5,0.695,-10.191,1,0.0649,140.046,0.801,Electronic
51,0.246,0.675,381173,0.496,0.888,5,0.155,-14.236,0,0.0622,80.958,0.885,Electronic
31,0.00892,0.566,322105,0.879,0.36,3,0.142,-4.461,1,0.11,76.01,0.295,Electronic
35,0.0564,0.665,360442,0.65,0.447,2,0.0983,-6.782,1,0.0335,100.014,0.3,Electronic
35,0.0177,0.829,394013,0.263,0.0435,4,0.0826,-12.35,1,0.0377,104.992,0.357,Electronic
45,0.95,0.45,202147,0.278,0.646,5,0.185,-14.318,1,0.034,108.004,0.0421,Electronic
25,0.00499,0.594,204800,0.871,0.388,8,0.0935,-3.477,1,0.0421,150.009,0.63,Electronic
36,0.0196,0.728,232500,0.896,0.252,5,0.101,-4.597,0,0.058,128.001,0.269,Electronic
31,0.00694,0.637,175983,0.708,0.142,9,0.344,-7.792,0,0.0793,99.987,0.733,Electronic
30,0.0197,0.774,243837,0.606,0.438,5,0.161,-6.89,1,0.182,74.99,0.375,Electronic
26,0.00444,0.701,331000,0.607,4.09E-05,5,0.0433,-4.514,0,0.0547,127.979,0.342,Electronic
36,0.00584,0.499,-1,0.608,1.68E-05,12,0.134,-7.316,1,0.0681,75.039,0.0724,Electronic
36,0.23,0.404,458667,0.61,0.949,6,0.101,-12.952,0,0.0367,179.938,0.2,Electronic
34,0.00162,0.356,191573,0.917,0.803,4,0.0877,-7.842,1,0.0811,110.192,0.799,Electronic
37,0.0863,0.771,180004,0.959,0.436,12,0.0536,-2.992,0,0.0572,139.952,0.663,Electronic
47,2.33E-05,0.416,275200,0.925,0.838,8,0.125,-3.94,1,0.0763,74.99,0.0971,Electronic
26,0.0206,0.792,192323,0.969,0.00869,4,0.644,-3.488,1,0.139,145.069,0.667,Electronic
66,0.0874,0.525,252280,0.741,0.147,2,0.117,-5.643,1,0.0311,117.031,0.179,Electronic
50,0.0128,0.922,245947,0.701,0.000822,8,0.0941,-6.679,0,0.0868,101.996,0.54,Electronic
45,0.0193,0.511,-1,0.596,0.000704,3,0.0834,-5.05,0,0.053,124.964,0.0814,Electronic
30,0.0553,0.557,336413,0.778,0.783,6,0.0993,-6.174,1,0.0339,90.97,0.26,Electronic
40,0.000744,0.632,300414,0.93,0.000373,5,0.174,-4.553,1,0.226,145.035,0.251,Electronic
41,0.113,0.404,294013,0.677,0.508,6,0.0546,-5.58,0,0.0384,82.022,0.165,Electronic
46,0.0116,0.377,447427,0.65,0.827,6,0.346,-10.277,0,0.0284,101.547,0.0978,Electronic
33,0.000417,0.466,290827,0.828,0.205,3,0.335,-7.898,0,0.0518,104.495,0.299,Electronic
39,0.237,0.586,222136,0.712,0.971,1,0.0906,-9.937,0,0.0313,136.037,0.178,Electronic
30,0.00212,0.413,220800,0.857,0.92,5,0.0981,-4.974,1,0.0482,100.095,0.073,Electronic
51,0.102,0.736,453507,0.401,0.293,11,0.0938,-11.285,1,0.0476,100.008,0.0543,Electronic
70,0.0427,0.817,224693,0.716,0.00263,10,0.358,-8.898,0,0.144,123.475,0.692,Electronic
39,0.00442,0.509,270965,0.904,0.843,4,0.653,-7.045,1,0.0405,132.009,0.153,Electronic
51,6.53E-05,0.58,290840,0.786,0.207,10,0.461,-9.979,1,0.0675,126.004,0.558,Electronic
37,0.0462,0.66,-1,0.594,0.77,1,0.131,-10.545,1,0.0387,91.082,0.913,Electronic
33,0.425,0.695,-1,0.573,0.000905,11,0.0924,-7.733,0,0.1,118.001,0.367,Electronic
41,0.117,0.805,354893,0.794,0.315,11,0.315,-7.469,0,0.0682,104.992,0.733,Electronic
23,0.136,0.623,198621,0.933,0.589,6,0.412,-4.932,1,0.591,144.896,0.295,Electronic
50,0.0208,0.776,325584,0.474,0.384,3,0.0877,-8.438,0,0.0418,130.025,0.195,Electronic
40,0.0139,0.531,-1,0.651,0.439,10,0.119,-8.31,1,0.0327,119.967,0.0388,Electronic
31,0.524,0.551,289187,0.327,0.00368,8,0.122,-13.714,0,0.0384,75.037,0.22,Electronic
35,0.000291,0.478,266400,0.869,0.243,8,0.0804,-3.033,0,0.0785,150.14,0.314,Electronic
34,0.914,0.616,-1,0.433,0.531,10,0.081,-16.555,0,0.0363,105.915,0.118,Electronic
54,0.0462,0.752,-1,0.844,0.131,1,0.0782,-8.705,1,0.0398,124.013,0.78,Electronic
36,0.342,0.726,360200,0.87,0.902,9,0.121,-6.506,0,0.0997,141.962,0.677,Electronic
41,0.198,0.689,480686,0.569,0.00725,6,0.108,-10.285,1,0.0421,119.996,0.283,Electronic
43,0.0157,0.833,211882,0.938,0.0718,5,0.0663,-2.242,1,0.0551,128.024,0.79,Electronic
44,0.0127,0.825,155435,0.791,0.00227,6,0.0722,-4.7,1,0.0495,101.999,0.512,Electronic
44,0.0111,0.659,350098,0.757,0.696,11,0.128,-4.802,0,0.03,139.949,0.475,Electronic
36,0.0249,0.865,274013,0.65,0.000391,1,0.102,-8.025,0,0.101,120.03,0.557,Electronic
56,0.958,0.525,291000,0.366,0.751,4,0.137,-16.488,1,0.0718,179.956,0.0785,Electronic
44,0.0291,0.691,192387,0.89,0.585,5,0.0878,-6.516,1,0.0349,125.983,0.651,Electronic
42,0.00703,0.682,213157,0.585,7.04E-05,12,0.105,-5.608,0,0.0473,88.027,0.521,Electronic
43,0.154,0.568,272800,0.707,0.898,1,0.117,-7.07,0,0.0384,93.98,0.623,Electronic
35,0.00121,0.42,372667,0.968,0.891,11,0.0921,-9.047,1,0.07,124.837,0.37,Electronic
38,0.137,0.494,205160,0.357,0.667,5,0.131,-17.063,1,0.0343,95.031,0.292,Electronic
41,0.202,0.489,459147,0.506,0.676,11,0.0916,-13.68,0,0.0318,156.779,0.0387,Electronic
31,0.0562,0.734,303920,0.757,0.0762,11,0.283,-3.661,0,0.163,127.993,0.158,Electronic
32,0.932,0.434,247187,0.277,0.708,1,0.0832,-16.148,1,0.0417,133.298,0.26,Electronic
59,0.238,0.481,270257,0.687,0.11,11,0.107,-6.748,0,0.0699,145.971,0.188,Electronic
34,0.0292,0.619,-1,0.721,0.892,1,0.208,-8.299,0,0.0558,140.114,0.0397,Electronic
46,0.00139,0.608,319880,0.725,0.0546,4,0.0802,-4.367,1,0.342,136.251,0.802,Electronic
60,0.013,0.708,155840,0.827,1.49E-05,4,0.504,-4.591,0,0.0453,120.015,0.367,Electronic
40,0.00968,0.871,202268,0.843,0.697,2,0.111,-5.447,0,0.0885,97.013,0.877,Electronic
47,0.137,0.766,359166,0.396,0.0436,11,0.052,-12.673,0,0.0406,113.005,0.187,Electronic
33,0.135,0.744,271693,0.563,0.626,2,0.133,-12.188,0,0.0361,156.018,0.87,Electronic
38,0.547,0.765,268813,0.784,0.924,2,0.0815,-8.278,0,0.0649,126.228,0.655,Electronic
48,0.252,0.879,537164,0.777,0.849,2,0.0883,-10.709,0,0.0559,110.003,0.198,Electronic
39,0.107,0.58,403693,0.612,0.0365,12,0.226,-11.631,1,0.0735,124.022,0.555,Electronic
45,0.0733,0.565,283773,0.779,2.92E-05,8,0.263,-3.891,0,0.0412,119.949,0.541,Electronic
41,0.00739,0.707,244965,0.877,0.487,5,0.101,-1.27,1,0.0729,144.959,0.165,Electronic
43,0.000456,0.625,320333,0.843,0.000761,3,0.179,-5.163,1,0.0695,117.949,0.717,Electronic
56,0.0616,0.387,240713,0.758,2.26E-05,5,0.118,-2.794,1,0.0578,127.947,0.132,Electronic
28,0.00185,0.612,-1,0.866,0.13,10,0.109,-8.82,0,0.048,134.054,0.172,Electronic
36,0.0273,0.689,255238,0.814,0.000106,6,0.106,-4.254,0,0.0338,126.044,0.177,Electronic
40,0.206,0.818,309055,0.487,0.714,1,0.111,-10.593,0,0.189,141.99,0.35,Electronic
35,0.0112,0.866,224836,0.906,0.348,9,0.0382,-2.967,0,0.0479,126.084,0.267,Electronic
28,0.0476,0.67,342293,0.793,0.912,5,0.0714,-3.848,1,0.0308,93.802,0.671,Electronic
45,0.794,0.756,222250,0.518,0.0452,11,0.101,-6.924,0,0.0736,107.035,0.27,Electronic
21,0.00748,0.282,279880,0.777,0,2,0.158,-6.798,0,0.0665,127.191,0.345,Electronic
28,0.0104,0.93,318894,0.76,0.793,12,0.0822,-6.063,0,0.406,139.985,0.62,Electronic
22,0.00716,0.703,166957,0.939,0.173,3,0.161,-2.69,0,0.0547,127.976,0.332,Electronic
42,0.0136,0.878,208745,0.557,0.235,2,0.0766,-10.992,0,0.0566,115.064,0.66,Electronic
43,0.00598,0.625,332387,0.742,0.00288,3,0.0921,-7.913,0,0.0285,112.639,0.508,Electronic
26,0.0145,0.58,201694,0.72,0.598,11,0.281,-5.541,1,0.0638,143.816,0.16,Electronic
61,0.0508,0.813,271219,0.569,0.0016,6,0.056,-6.068,1,0.0468,123.028,0.18,Electronic
32,0.0846,0.616,243960,0.834,0,11,0.62,-4.932,1,0.0422,123.01,0.863,Electronic
44,0.092,0.6,253746,0.548,0.786,8,0.0879,-11.123,0,0.0295,155.942,0.82,Electronic
48,0.00042,0.775,376815,0.67,0.0179,2,0.0951,-4.676,0,0.04,140.019,0.365,Electronic
33,0.0147,0.198,34459,0.397,0.513,7,0.121,-13.971,1,0.0429,86.788,0.0395,Electronic
33,0.154,0.676,-1,0.715,0.925,4,0.117,-10.262,1,0.0287,104.024,0.759,Electronic
43,0.00187,0.407,866773,0.888,0.104,5,0.172,-3.078,1,0.333,123.95,0.293,Electronic
50,0.000289,0.583,-1,0.961,0.000889,1,0.311,-2.099,1,0.15,145.016,0.174,Electronic
33,0.00732,0.806,208552,0.846,0.255,3,0.425,-1.374,1,0.398,145.112,0.479,Electronic
26,6.46E-05,0.802,491901,0.747,0.881,3,0.0754,-8.174,1,0.0496,120.981,0.208,Electronic
58,0.00943,0.507,282273,0.934,0.0018,12,0.222,-2.325,0,0.188,175.954,0.471,Electronic
39,0.321,0.584,-1,0.433,0.923,11,0.0912,-14.59,1,0.0253,100.01,0.0721,Electronic
28,0.000856,0.439,229846,0.835,0.0265,11,0.147,-6.061,1,0.329,129.892,0.295,Electronic
32,0.731,0.23,128640,0.424,0.3,6,0.155,-11.326,1,0.0356,97.627,0.391,Electronic
37,0.0531,0.441,262467,0.676,0.491,10,0.116,-12.296,1,0.0759,218.03,0.762,Electronic
33,0.00886,0.564,242660,0.598,0.786,4,0.0904,-9.65,1,0.0301,129.998,0.374,Electronic
27,0.0389,0.673,241200,0.717,0.669,6,0.106,-8.365,1,0.0382,81.962,0.624,Electronic
45,0.015,0.608,272143,0.783,0.000846,7,0.354,-5.924,0,0.133,139.994,0.41,Electronic
44,0.00223,0.581,548560,0.897,0.748,2,0.0237,-9.151,0,0.0635,134.997,0.677,Electronic
55,0.384,0.737,194735,0.457,0.381,11,0.104,-8.547,1,0.0339,147.947,0.447,Electronic
25,0.437,0.626,71228,0.646,0.946,10,0.177,-10.74,0,0.0444,160.012,0.587,Electronic
41,0.074,0.655,175613,0.823,0,1,0.0756,-4.597,1,0.0973,133.919,0.364,Electronic
21,0.000354,0.343,263267,0.955,0.0502,11,0.114,-2.374,1,0.0906,164.95,0.543,Electronic
65,0.009,0.704,-1,0.989,0.0443,12,0.0814,-5.079,1,0.073,127.992,0.123,Electronic
34,0.00141,0.504,166562,0.946,0.00526,5,0.723,-1.285,1,0.335,174.104,0.394,Electronic
38,0.00936,0.726,250000,0.703,0.114,1,0.113,-6.965,0,0.0499,120.954,0.434,Electronic
25,0.000167,0.479,192012,0.98,0.171,5,0.37,-3.379,1,0.438,149.927,0.224,Electronic
33,0.0363,0.659,168000,0.932,0.000421,5,0.133,-4.972,0,0.125,100.034,0.394,Electronic
40,0.0355,0.535,334467,0.699,0.216,6,0.354,-7.16,0,0.0456,113.022,0.258,Electronic
23,0.00255,0.307,243000,0.904,0.683,5,0.34,-5.278,1,0.195,139.995,0.0951,Electronic
50,0.0463,0.331,339310,0.668,0,7,0.227,-3.167,0,0.0415,145.133,0.152,Electronic
42,0.76,0.728,227022,0.541,7.96E-06,9,0.0925,-7.423,0,0.0722,126.082,0.558,Electronic
29,3.90E-05,0.568,378693,0.709,0.00348,8,0.33,-6.188,1,0.0304,122.987,0.211,Electronic
46,0.872,0.619,228867,0.564,0.926,2,0.16,-10.696,0,0.0293,131.908,0.787,Electronic
36,0.157,0.685,351907,0.652,0.0085,6,0.111,-7.501,1,0.0493,119.989,0.521,Electronic
53,0.123,0.756,-1,0.843,0.0339,4,0.129,-4.726,1,0.0605,144.062,0.21,Electronic
31,0.125,0.485,352000,0.919,0.965,4,0.122,-9.312,0,0.0651,79.988,0.432,Electronic
28,0.00396,0.771,233600,0.64,4.52E-06,10,0.0993,-5.666,0,0.155,74.987,0.424,Electronic
34,0.0466,0.537,186203,0.797,0,3,0.865,-5.328,1,0.321,84.444,0.384,Electronic
61,0.262,0.374,201600,0.886,0.000985,3,0.0919,-4.004,0,0.0613,150.082,0.113,Electronic
54,0.00112,0.905,264000,0.838,0.839,10,0.608,-6.838,1,0.0499,126.007,0.464,Electronic
34,0.0189,0.658,412220,0.602,0.761,8,0.0841,-12.426,0,0.0361,99.991,0.132,Electronic
36,0.281,0.464,329733,0.579,0.827,9,0.0992,-9.136,1,0.0596,171.752,0.14,Electronic
40,0.00355,0.618,269333,0.859,0.00103,3,0.181,-4.802,1,0.361,89.95,0.103,Electronic
